org_name,recipient_id,grant_year,state,service_area__c,service_area_type__c,Attorney_Fee_Awards_LSC,Basic_Field_LSC,Carryover_Funds_LSC,Interest_Investment__Other_Income_LSC,Interest_Investment_Income_LSC,Publication_Income_LSC,Other_Grants_i.e._TIG_Disaster_LSC,Other_Funds_LSC,Attorney_Fee_Awards_NonLSC,Bar_Association_Grants_NonLSC,Carryover_Funds_NonLSC,Community_Development_Block_Grants_NonLSC,Corporate_and_Individual_Contributions_NonLSC,Cy_Pres_Awards_NonLSC,Filing_and_Other_Fees_NonLSC,Filing_Fees_NonLSC,Foundation_Grants_NonLSC,General_State_Grants_NonLSC,HHS_Grants_NonLSC,HUD_Grants_NonLSC,IOLTA_Grants_NonLSC,Local_Grants_NonLSC,Older_Americans_Act_NonLSC,Other_Federal_Grants_NonLSC,Private_Foundation_Grants_NonLSC,Publication_Income_NonLSC,Specific_State_Grants_and_Contracts_NonLSC,State_Grants_NonLSC,Title_XX_of_Social_Security_Act_NonLSC,United_Way_Grants_NonLSC,Violence_Against_Women_Act_NonLSC,Other_Funds_NonLSC,Gross_Fees_and_Receipts_from_Client_Services_Client_Service_Income,Other_Income_Earned_in_ForProfit_Activities_Client_Service_Income,Total_Client_Service_Income,Total_LSC_Funds,Total_NonLSC_Funds,Total_LSC_NonLSC_Funds
Maryland Legal Aid,321016,2008,MD,MD-1,Basic Field,0,3843454,0,NA,14662,0,NA,27500,0,0,0,0,NA,NA,NA,NA,712088,NA,NA,NA,8658763,693886,313865,118326,NA,0,NA,7265466,0,150000,0,336111,0,0,0,3885616,18248505,22134121
Maryland Legal Aid,321016,2009,MD,MD-1,Basic Field,0,4229777,0,NA,5931,0,NA,12500,0,0,0,0,NA,NA,NA,NA,566250,NA,NA,NA,7553586,969665,311331,58844,NA,0,NA,7294117,0,0,0,2562253,0,0,0,4248208,19316046,23564254
Maryland Legal Aid,321016,2010,MD,MD-1,Basic Field,0,4567053,0,NA,775,0,NA,2500,0,0,0,0,NA,NA,NA,0,670415,NA,NA,NA,10549586,596542,322246,328643,NA,0,NA,7303228,0,0,0,1805097,0,0,0,4570328,21575757,26146085
Maryland Legal Aid,321016,2011,MD,MD-1,Basic Field,0,4378261,0,NA,0,0,NA,158874,0,0,0,0,NA,NA,NA,0,239075,NA,NA,NA,11049586,249674,313843,536894,NA,0,NA,9225105,0,0,0,1084842,0,0,0,4537135,22699019,27236154
Maryland Legal Aid,321016,2012,MD,MD-1,Basic Field,0,3736418,0,NA,0,0,NA,0,0,0,0,NA,565323,18710,0,NA,NA,0,0,0,10497107,403113,314413,475911,845213,0,7184524,NA,NA,1650,0,82546,0,0,0,3736418,20388510,24124928
Maryland Legal Aid,321016,2013,MD,MD-1,Basic Field,0,3591373,0,27472,NA,0,0,NA,27064,0,0,NA,662769,55697,0,NA,NA,0,0,0,10497107,601551,316140,90459,455750,0,10832677,NA,NA,0,0,236130,0,0,0,3618845,23775344,27394189
Maryland Legal Aid,321016,2014,MD,MD-1,Basic Field,0,3648092,0,13243,NA,0,0,NA,2055,0,0,NA,387097,112228,0,NA,NA,0,0,0,10707049,562162,325781,110585,226447,0,7267632,NA,NA,0,0,191748,0,0,0,3661335,19892784,23554119
Maryland Legal Aid,321016,2015,MD,MD-1,Basic Field,2066,3725595,0,13995,NA,0,0,NA,12301,0,0,NA,622645,128371,0,NA,NA,0,0,0,10707049,571396,315276,386560,723854,0,7864199,NA,NA,0,0,94952,0,0,0,3741656,21426603,25168259
Maryland Legal Aid,321016,2016,MD,MD-1,Basic Field,24800,3929533,0,981,NA,0,0,NA,97550,0,0,NA,541302,11770,0,NA,NA,0,0,0,10707049,650231,315719,430269,93648,0,9003700,NA,NA,0,45000,192102,0,0,0,3955314,22088340,26043654
Maryland Legal Aid,321016,2017,MD,MD-1,Basic Field,629,3951576,0,6856,NA,0,0,NA,5384,0,0,NA,641580,16020,0,NA,NA,0,0,0,10707049,747199,316202,581171,130250,0,9690217,NA,NA,0,45000,170361,0,0,0,3959061,23050433,27009494
Maryland Legal Aid,321016,2008,DE,MDE,Migrant Worker,0,24061,0,NA,0,0,NA,0,0,0,0,0,NA,NA,NA,NA,0,NA,NA,NA,0,0,0,0,NA,0,NA,0,0,0,0,52918,0,0,0,24061,52918,76979
Maryland Legal Aid,321016,2009,DE,MDE,Migrant Worker,0,26473,0,NA,0,0,NA,0,0,0,0,0,NA,NA,NA,NA,0,NA,NA,NA,0,0,0,0,NA,0,NA,0,0,0,0,50972,0,0,0,26473,50972,77445
Maryland Legal Aid,321016,2010,DE,MDE,Migrant Worker,0,28584,0,NA,0,0,NA,0,0,0,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,0,0,NA,0,NA,0,0,0,0,66968,0,0,0,28584,66968,95552
Maryland Legal Aid,321016,2011,DE,MDE,Migrant Worker,0,27402,0,NA,0,0,NA,0,0,0,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,0,0,NA,0,NA,0,0,0,0,76968,0,0,0,27402,76968,104370
Maryland Legal Aid,321016,2012,DE,MDE,Migrant Worker,0,23385,0,NA,0,0,NA,0,0,0,0,NA,71343,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,23385,71343,94728
Maryland Legal Aid,321016,2013,DE,MDE,Migrant Worker,0,22906,0,0,NA,0,0,NA,0,0,0,NA,77388,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,22906,77388,100294
Maryland Legal Aid,321016,2014,DE,MDE,Migrant Worker,0,24318,0,0,NA,0,0,NA,0,0,0,NA,78351,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,24318,78351,102669
Maryland Legal Aid,321016,2015,DE,MDE,Migrant Worker,1575,24834,0,0,NA,0,0,NA,0,0,0,NA,81561,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,26409,81561,107970
Maryland Legal Aid,321016,2016,DE,MDE,Migrant Worker,5458,25474,0,0,NA,0,0,NA,0,0,0,NA,11505,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,30932,11505,42437
Maryland Legal Aid,321016,2017,DE,MDE,Migrant Worker,6000,19218,0,0,NA,0,0,NA,0,0,0,NA,27421,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,25218,27421,52639
Maryland Legal Aid,321016,2008,MD,MMD,Migrant Worker,0,88085,0,NA,0,0,NA,0,0,0,0,0,NA,NA,NA,NA,0,NA,NA,NA,0,0,0,0,NA,0,NA,0,0,0,0,193561,0,0,0,88085,193561,281646
Maryland Legal Aid,321016,2009,MD,MMD,Migrant Worker,0,96945,0,NA,0,0,NA,0,0,0,0,0,NA,NA,NA,NA,0,NA,NA,NA,0,0,0,0,NA,0,NA,0,0,0,0,186661,0,0,0,96945,186661,283606
Maryland Legal Aid,321016,2010,MD,MMD,Migrant Worker,0,104676,0,NA,0,0,NA,0,0,0,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,0,0,NA,0,NA,0,0,0,0,123511,0,0,0,104676,123511,228187
Maryland Legal Aid,321016,2011,MD,MMD,Migrant Worker,0,100348,0,NA,0,0,NA,0,0,0,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,0,0,NA,0,NA,0,0,0,0,94610,0,0,0,100348,94610,194958
