org_name,recipient_id,demo_year,state,service_area__c,service_area_type__c,Groups,Men,Other_gender,Unknown_gender,Women,age_0_17,age_18_35,age_18_59,age_36_59,age_60_and_Over,Unknown_age,Asian,Black,Hispanic,Native_American,Other_ethnicity,Unknown_ethnicity,White,Non_Veteran,Unknown_veteran,Veteran,Asian_0_17,Asian_18_35,Asian_18_59,Asian_36_59,Asian_60 and Over,Asian_Unknown,Black_0_17,Black_18_35,Black_18_59,Black_36_59,Black_60 and Over,Black_Unknown,Hispanic_0_17,Hispanic_18_35,Hispanic_18_59,Hispanic_36_59,Hispanic_60 and Over,Hispanic_Unknown,Native American_0_17,Native American_18_35,Native American_18_59,Native American_36_59,Native American_60 and Over,Native American_Unknown,Other_0_17,Other_18_35,Other_18_59,Other_36_59,Other_60 and Over,Other_Unknown,Unknown_0_17,Unknown_18_35,Unknown_36_59,Unknown_60 and Over,Unknown_Unknown,White_0_17,White_18_35,White_18_59,White_36_59,White_60 and Over,White_Unknown
"Southwestern Pennsylvania Legal Services, Inc.",339080,2011,PA,PA-11,Basic Field,0,610,NA,NA,2381,1,NA,2822,NA,179,NA,8,211,8,7,39,NA,2729,NA,NA,NA,0,NA,8,NA,0,NA,0,NA,198,NA,13,NA,0,NA,8,NA,0,NA,0,NA,6,NA,1,NA,0,NA,36,NA,3,NA,NA,NA,NA,NA,NA,1,NA,2566,NA,162,NA
"Southwestern Pennsylvania Legal Services, Inc.",339080,2012,PA,PA-11,Basic Field,0,576,NA,NA,2246,0,NA,2634,NA,188,NA,2,218,6,2,15,NA,2579,2814,NA,8,0,NA,2,NA,0,NA,0,NA,208,NA,10,NA,0,NA,6,NA,0,NA,0,NA,2,NA,0,NA,0,NA,14,NA,1,NA,NA,NA,NA,NA,NA,0,NA,2402,NA,177,NA
"Southwestern Pennsylvania Legal Services, Inc.",339080,2013,PA,PA-11,Basic Field,1,605,NA,NA,2295,0,NA,2705,NA,196,NA,2,178,15,0,16,NA,2690,2845,NA,56,0,NA,1,NA,1,NA,0,NA,162,NA,16,NA,0,NA,15,NA,0,NA,0,NA,0,NA,0,NA,0,NA,16,NA,0,NA,NA,NA,NA,NA,NA,0,NA,2511,NA,179,NA
"Southwestern Pennsylvania Legal Services, Inc.",339080,2014,PA,PA-11,Basic Field,0,416,NA,NA,1777,0,1187,NA,878,128,NA,3,176,3,4,15,NA,1992,2183,NA,10,0,0,NA,3,0,NA,0,94,NA,71,11,NA,0,1,NA,2,0,NA,0,2,NA,2,0,NA,0,13,NA,2,0,NA,NA,NA,NA,NA,NA,0,1077,NA,798,117,NA
"Southwestern Pennsylvania Legal Services, Inc.",339080,2015,PA,PA-11,Basic Field,0,435,0,NA,1768,0,1204,NA,892,107,NA,4,139,5,6,15,NA,2034,2198,NA,5,0,0,NA,4,0,NA,0,67,NA,61,11,NA,0,4,NA,1,0,NA,0,1,NA,5,0,NA,0,11,NA,3,1,NA,NA,NA,NA,NA,NA,0,1121,NA,818,95,NA
"Southwestern Pennsylvania Legal Services, Inc.",339080,2016,PA,PA-11,Basic Field,0,443,0,NA,1764,0,1040,NA,992,175,NA,5,142,9,7,29,NA,2015,2101,NA,106,0,0,NA,5,0,NA,0,72,NA,58,12,NA,0,3,NA,6,0,NA,0,2,NA,3,2,NA,0,20,NA,9,0,NA,NA,NA,NA,NA,NA,0,943,NA,911,161,NA
"Southwestern Pennsylvania Legal Services, Inc.",339080,2017,PA,PA-11,Basic Field,NA,449,0,0,1774,5,1132,NA,919,167,0,4,153,8,3,33,0,2022,1658,526,39,0,1,NA,3,0,0,0,82,NA,58,13,0,0,3,NA,4,1,0,0,3,NA,0,0,0,0,21,NA,12,0,0,0,0,0,0,0,5,1022,NA,842,153,0
"Statewide Legal Services of Connecticut, Inc.",107000,2008,CT,CT-1,Basic Field,0,3415,NA,NA,9056,277,NA,11244,NA,950,NA,72,3954,3347,64,177,NA,4857,NA,NA,NA,1,NA,67,NA,4,NA,87,NA,3627,NA,240,NA,132,NA,3060,NA,155,NA,NA,NA,58,NA,6,NA,4,NA,165,NA,8,NA,NA,NA,NA,NA,NA,53,NA,4267,NA,537,NA
"Statewide Legal Services of Connecticut, Inc.",107000,2009,CT,CT-1,Basic Field,0,3765,NA,NA,9290,270,NA,11904,NA,881,NA,81,3990,3661,55,193,NA,5075,NA,NA,NA,2,NA,69,NA,10,NA,93,NA,3683,NA,214,NA,116,NA,3394,NA,151,NA,0,NA,51,NA,4,NA,11,NA,168,NA,14,NA,NA,NA,NA,NA,NA,48,NA,4539,NA,488,NA
"Statewide Legal Services of Connecticut, Inc.",107000,2010,CT,CT-1,Basic Field,0,3628,NA,NA,8629,285,NA,11144,NA,828,NA,88,3672,3492,60,193,NA,4752,NA,NA,NA,1,NA,72,NA,15,NA,96,NA,3374,NA,202,NA,142,NA,3199,NA,151,NA,1,NA,55,NA,4,NA,11,NA,170,NA,12,NA,NA,NA,NA,NA,NA,34,NA,4274,NA,444,NA
"Statewide Legal Services of Connecticut, Inc.",107000,2011,CT,CT-1,Basic Field,0,3381,NA,NA,7900,293,NA,10086,NA,902,NA,79,3276,3157,47,183,NA,4539,NA,NA,NA,0,NA,77,NA,2,NA,85,NA,2987,NA,204,NA,153,NA,2843,NA,161,NA,1,NA,43,NA,3,NA,5,NA,165,NA,13,NA,NA,NA,NA,NA,NA,49,NA,3971,NA,519,NA
"Statewide Legal Services of Connecticut, Inc.",107000,2012,CT,CT-1,Basic Field,0,2890,NA,NA,7063,232,NA,8928,NA,793,NA,57,2902,2917,40,162,NA,3875,64,NA,158,2,NA,48,NA,7,NA,71,NA,2663,NA,168,NA,126,NA,2640,NA,151,NA,0,NA,35,NA,5,NA,5,NA,144,NA,13,NA,NA,NA,NA,NA,NA,28,NA,3398,NA,449,NA
"Statewide Legal Services of Connecticut, Inc.",107000,2013,CT,CT-1,Basic Field,0,2994,NA,NA,7312,234,NA,9135,NA,937,NA,94,2948,2937,33,184,NA,4110,10181,NA,125,3,NA,85,NA,6,NA,73,NA,2675,NA,200,NA,119,NA,2647,NA,171,NA,0,NA,30,NA,3,NA,9,NA,160,NA,15,NA,NA,NA,NA,NA,NA,30,NA,3538,NA,542,NA
"Statewide Legal Services of Connecticut, Inc.",107000,2014,CT,CT-1,Basic Field,0,5118,NA,NA,2036,132,2663,NA,3692,667,NA,48,2081,1955,32,202,NA,2836,7035,NA,119,1,20,NA,22,5,NA,39,815,NA,1072,155,NA,59,882,NA,888,126,NA,0,10,NA,21,1,NA,10,86,NA,90,16,NA,NA,NA,NA,NA,NA,23,850,NA,1599,364,NA
"Statewide Legal Services of Connecticut, Inc.",107000,2015,CT,CT-1,Basic Field,0,1873,3,NA,5091,99,2531,NA,3643,694,NA,52,2020,1894,50,182,NA,2769,6848,NA,119,1,21,NA,23,7,NA,28,772,NA,1059,161,NA,47,879,NA,867,101,NA,0,15,NA,27,8,NA,6,67,NA,88,21,NA,NA,NA,NA,NA,NA,17,777,NA,1579,396,NA
"Statewide Legal Services of Connecticut, Inc.",107000,2016,CT,CT-1,Basic Field,0,1641,7,NA,4287,91,2131,NA,3053,660,NA,53,1761,1738,31,161,NA,2191,5833,NA,102,1,17,NA,26,9,NA,20,659,NA,914,168,NA,48,763,NA,812,115,NA,0,8,NA,19,4,NA,9,65,NA,71,16,NA,NA,NA,NA,NA,NA,13,619,NA,1211,348,NA
"Statewide Legal Services of Connecticut, Inc.",107000,2017,CT,CT-1,Basic Field,NA,1558,14,5,4201,98,1962,NA,3024,694,0,60,1731,1631,36,195,1,2124,5687,0,91,0,21,NA,29,10,0,37,648,NA,897,149,0,49,703,NA,775,104,0,0,7,NA,21,8,0,6,86,NA,87,16,0,0,0,1,0,0,6,497,NA,1214,407,0
"Texas RioGrande Legal Aid, Inc.",744100,2008,AL,MAL,Migrant Worker,0,2,NA,NA,0,NA,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Texas RioGrande Legal Aid, Inc.",744100,2008,AR,MAR,Migrant Worker,0,6,NA,NA,1,NA,NA,6,NA,1,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Texas RioGrande Legal Aid, Inc.",744100,2008,KY,MKY,Migrant Worker,0,3,NA,NA,0,NA,NA,3,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Texas RioGrande Legal Aid, Inc.",744100,2008,LA,MLA,Migrant Worker,0,34,NA,NA,0,NA,NA,26,NA,8,NA,NA,NA,34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Texas RioGrande Legal Aid, Inc.",744100,2008,MS,MMS,Migrant Worker,0,63,NA,NA,1,NA,NA,61,NA,3,NA,NA,1,63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,60,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Texas RioGrande Legal Aid, Inc.",744100,2008,TN,MTN,Migrant Worker,0,24,NA,NA,0,NA,NA,22,NA,2,NA,NA,NA,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Texas RioGrande Legal Aid, Inc.",744100,2008,TX,MTX,Migrant Worker,1,222,NA,NA,90,48,NA,221,NA,43,NA,NA,NA,311,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48,NA,220,NA,43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
"Texas RioGrande Legal Aid, Inc.",744100,2008,TX,NTX-1,Native American,0,4,NA,NA,5,NA,NA,9,NA,NA,NA,NA,NA,NA,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Texas RioGrande Legal Aid, Inc.",744100,2008,TX,TX-15,Basic Field,157,5739,NA,NA,15666,205,NA,18025,NA,3175,NA,97,2150,14899,57,206,NA,3996,NA,NA,NA,2,NA,86,NA,9,NA,20,NA,1886,NA,244,NA,157,NA,12387,NA,2355,NA,NA,NA,51,NA,6,NA,2,NA,171,NA,33,NA,NA,NA,NA,NA,NA,24,NA,3444,NA,528,NA
"Texas RioGrande Legal Aid, Inc.",744100,2009,AL,MAL,Migrant Worker,0,0,NA,NA,0,0,NA,0,NA,0,NA,0,0,0,0,0,NA,0,NA,NA,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA
"Texas RioGrande Legal Aid, Inc.",744100,2009,AR,MAR,Migrant Worker,0,0,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
"Texas RioGrande Legal Aid, Inc.",744100,2009,KY,MKY,Migrant Worker,0,29,NA,NA,0,NA,NA,28,NA,1,NA,NA,NA,29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Texas RioGrande Legal Aid, Inc.",744100,2009,LA,MLA,Migrant Worker,0,7,NA,NA,2,NA,NA,9,NA,NA,NA,NA,NA,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Texas RioGrande Legal Aid, Inc.",744100,2009,MS,MMS,Migrant Worker,0,9,NA,NA,1,NA,NA,10,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Texas RioGrande Legal Aid, Inc.",744100,2009,TN,MTN,Migrant Worker,0,30,NA,NA,0,0,NA,29,NA,1,NA,0,0,30,0,0,NA,0,NA,NA,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,29,NA,1,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA
"Texas RioGrande Legal Aid, Inc.",744100,2009,TX,MTX,Migrant Worker,0,90,NA,NA,30,2,NA,99,NA,19,NA,NA,NA,120,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,99,NA,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Texas RioGrande Legal Aid, Inc.",744100,2009,TX,NTX-1,Native American,0,4,NA,NA,1,NA,NA,5,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Texas RioGrande Legal Aid, Inc.",744100,2009,TX,TX-15,Basic Field,138,5889,NA,NA,15335,317,NA,18215,NA,2692,NA,115,2155,14812,69,277,NA,3796,NA,NA,NA,1,NA,102,NA,12,NA,21,NA,1913,NA,221,NA,274,NA,12570,NA,1968,NA,1,NA,67,NA,1,NA,6,NA,238,NA,33,NA,NA,NA,NA,NA,NA,14,NA,3325,NA,457,NA
"Texas RioGrande Legal Aid, Inc.",744100,2010,AL,MAL,Migrant Worker,0,2,NA,NA,0,NA,NA,2,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Texas RioGrande Legal Aid, Inc.",744100,2010,AR,MAR,Migrant Worker,0,10,NA,NA,1,NA,NA,10,NA,1,NA,NA,NA,9,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA
"Texas RioGrande Legal Aid, Inc.",744100,2010,KY,MKY,Migrant Worker,0,26,NA,NA,0,NA,NA,26,NA,NA,NA,NA,NA,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Texas RioGrande Legal Aid, Inc.",744100,2010,LA,MLA,Migrant Worker,0,52,NA,NA,1,NA,NA,48,NA,5,NA,NA,NA,53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Texas RioGrande Legal Aid, Inc.",744100,2010,MS,MMS,Migrant Worker,0,42,NA,NA,1,NA,NA,41,NA,2,NA,NA,NA,43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Texas RioGrande Legal Aid, Inc.",744100,2010,TN,MTN,Migrant Worker,2,5,NA,NA,1,NA,NA,5,NA,1,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Texas RioGrande Legal Aid, Inc.",744100,2010,TX,MTX,Migrant Worker,0,119,NA,NA,72,26,NA,149,NA,16,NA,NA,NA,191,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26,NA,149,NA,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Texas RioGrande Legal Aid, Inc.",744100,2010,TX,NTX-1,Native American,0,5,NA,NA,5,1,NA,9,NA,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Texas RioGrande Legal Aid, Inc.",744100,2010,TX,TX-15,Basic Field,135,6308,NA,NA,16342,367,NA,19324,NA,2959,NA,128,2329,15484,55,371,NA,4283,NA,NA,NA,NA,NA,113,NA,15,NA,19,NA,2047,NA,263,NA,320,NA,13107,NA,2057,NA,1,NA,48,NA,6,NA,7,NA,325,NA,39,NA,NA,NA,NA,NA,NA,20,NA,3684,NA,579,NA
"Texas RioGrande Legal Aid, Inc.",744100,2011,AL,MAL,Migrant Worker,0,1,NA,NA,3,NA,NA,4,NA,NA,NA,NA,2,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
"Texas RioGrande Legal Aid, Inc.",744100,2011,AR,MAR,Migrant Worker,0,14,NA,NA,1,NA,NA,14,NA,1,NA,NA,NA,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Texas RioGrande Legal Aid, Inc.",744100,2011,KY,MKY,Migrant Worker,0,18,NA,NA,0,NA,NA,18,NA,NA,NA,NA,NA,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Texas RioGrande Legal Aid, Inc.",744100,2011,LA,MLA,Migrant Worker,0,13,NA,NA,0,NA,NA,13,NA,NA,NA,NA,NA,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Texas RioGrande Legal Aid, Inc.",744100,2011,MS,MMS,Migrant Worker,0,12,NA,NA,1,NA,NA,13,NA,NA,NA,NA,1,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Texas RioGrande Legal Aid, Inc.",744100,2011,TN,MTN,Migrant Worker,1,3,NA,NA,1,NA,NA,4,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Texas RioGrande Legal Aid, Inc.",744100,2011,TX,MTX,Migrant Worker,0,107,NA,NA,26,5,NA,88,NA,40,NA,NA,NA,133,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,88,NA,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Texas RioGrande Legal Aid, Inc.",744100,2011,TX,NTX-1,Native American,0,6,NA,NA,7,NA,NA,13,NA,NA,NA,NA,NA,NA,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Texas RioGrande Legal Aid, Inc.",744100,2011,TX,TX-15,Basic Field,152,5756,NA,NA,15664,412,NA,17953,NA,3055,NA,127,2307,14703,50,342,NA,3891,NA,NA,NA,1,NA,106,NA,20,NA,30,NA,2024,NA,253,NA,337,NA,12170,NA,2196,NA,0,NA,41,NA,9,NA,8,NA,302,NA,32,NA,NA,NA,NA,NA,NA,36,NA,3310,NA,545,NA
"Texas RioGrande Legal Aid, Inc.",744100,2012,AL,MAL,Migrant Worker,0,1,NA,NA,0,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Texas RioGrande Legal Aid, Inc.",744100,2012,AR,MAR,Migrant Worker,0,4,NA,NA,0,NA,NA,4,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,4,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Texas RioGrande Legal Aid, Inc.",744100,2012,KY,MKY,Migrant Worker,0,21,NA,NA,0,NA,NA,21,NA,NA,NA,NA,NA,21,NA,NA,NA,NA,21,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Texas RioGrande Legal Aid, Inc.",744100,2012,LA,MLA,Migrant Worker,0,8,NA,NA,5,NA,NA,13,NA,NA,NA,1,NA,12,NA,NA,NA,NA,13,NA,0,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Texas RioGrande Legal Aid, Inc.",744100,2012,MS,MMS,Migrant Worker,0,8,NA,NA,1,NA,NA,9,NA,NA,NA,NA,1,8,NA,NA,NA,NA,9,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Texas RioGrande Legal Aid, Inc.",744100,2012,TN,MTN,Migrant Worker,0,26,NA,NA,9,NA,NA,31,NA,4,NA,NA,13,21,NA,NA,NA,1,35,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,3,NA,NA,NA,20,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
"Texas RioGrande Legal Aid, Inc.",744100,2012,TX,MTX,Migrant Worker,0,72,NA,NA,4,NA,NA,56,NA,20,NA,NA,NA,76,NA,NA,NA,NA,76,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,56,NA,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Texas RioGrande Legal Aid, Inc.",744100,2012,TX,NTX-1,Native American,0,14,NA,NA,8,NA,NA,19,NA,3,NA,NA,NA,NA,22,NA,NA,NA,22,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Texas RioGrande Legal Aid, Inc.",744100,2012,TX,TX-15,Basic Field,241,5538,NA,NA,14638,467,NA,16495,NA,3214,NA,135,2191,14232,48,311,NA,3259,19625,NA,792,2,NA,113,NA,20,NA,31,NA,1850,NA,310,NA,385,NA,11539,NA,2308,NA,0,NA,37,NA,11,NA,7,NA,266,NA,38,NA,NA,NA,NA,NA,NA,42,NA,2690,NA,527,NA
"Texas RioGrande Legal Aid, Inc.",744100,2013,AL,MAL,Migrant Worker,0,4,NA,NA,0,NA,NA,4,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,4,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
