org_name,recipient_id,demo_year,state,service_area__c,service_area_type__c,Groups,Men,Other_gender,Unknown_gender,Women,age_0_17,age_18_35,age_18_59,age_36_59,age_60_and_Over,Unknown_age,Asian,Black,Hispanic,Native_American,Other_ethnicity,Unknown_ethnicity,White,Non_Veteran,Unknown_veteran,Veteran,Asian_0_17,Asian_18_35,Asian_18_59,Asian_36_59,Asian_60 and Over,Asian_Unknown,Black_0_17,Black_18_35,Black_18_59,Black_36_59,Black_60 and Over,Black_Unknown,Hispanic_0_17,Hispanic_18_35,Hispanic_18_59,Hispanic_36_59,Hispanic_60 and Over,Hispanic_Unknown,Native American_0_17,Native American_18_35,Native American_18_59,Native American_36_59,Native American_60 and Over,Native American_Unknown,Other_0_17,Other_18_35,Other_18_59,Other_36_59,Other_60 and Over,Other_Unknown,Unknown_0_17,Unknown_18_35,Unknown_36_59,Unknown_60 and Over,Unknown_Unknown,White_0_17,White_18_35,White_18_59,White_36_59,White_60 and Over,White_Unknown
Acadiana Legal Service Corporation,619051,2008,LA,LA-10,Basic Field,0,990,NA,NA,3511,81,NA,3923,NA,497,NA,16,2244,47,16,15,NA,2163,NA,NA,NA,0,NA,15,NA,1,NA,45,NA,1949,NA,250,NA,1,NA,41,NA,5,NA,0,NA,15,NA,1,NA,0,NA,15,NA,0,NA,NA,NA,NA,NA,NA,35,NA,1888,NA,240,NA
Acadiana Legal Service Corporation,619051,2009,LA,LA-10,Basic Field,0,901,NA,NA,2648,51,NA,3060,NA,438,NA,14,1844,41,13,26,NA,1611,NA,NA,NA,0,NA,12,NA,2,NA,40,NA,1601,NA,203,NA,0,NA,37,NA,4,NA,0,NA,12,NA,1,NA,0,NA,25,NA,1,NA,NA,NA,NA,NA,NA,11,NA,1373,NA,227,NA
Acadiana Legal Service Corporation,619051,2010,LA,LA-10,Basic Field,2,1018,NA,NA,3023,238,NA,3395,NA,409,NA,11,2022,38,6,55,NA,1910,NA,NA,NA,0,NA,9,NA,2,NA,107,NA,1705,NA,210,NA,1,NA,35,NA,2,NA,2,NA,4,NA,NA,NA,26,NA,26,NA,3,NA,NA,NA,NA,NA,NA,102,NA,1616,NA,192,NA
Acadiana Legal Service Corporation,619051,2011,LA,LA-10,Basic Field,0,1071,NA,NA,2821,238,NA,3262,NA,395,NA,12,1983,48,7,44,NA,1801,NA,NA,NA,0,NA,11,NA,1,NA,124,NA,1684,NA,175,NA,2,NA,40,NA,6,NA,0,NA,5,NA,2,NA,10,NA,32,NA,2,NA,NA,NA,NA,NA,NA,102,NA,1490,NA,209,NA
Acadiana Legal Service Corporation,619051,2012,LA,LA-10,Basic Field,0,981,NA,NA,2739,348,NA,2932,NA,440,NA,11,1947,37,5,30,NA,1690,3645,NA,75,2,NA,8,NA,1,NA,168,NA,1546,NA,233,NA,3,NA,30,NA,4,NA,0,NA,4,NA,1,NA,13,NA,17,NA,0,NA,NA,NA,NA,NA,NA,162,NA,1327,NA,201,NA
Acadiana Legal Service Corporation,619051,2013,LA,LA-10,Basic Field,1,955,NA,NA,2447,489,NA,2519,NA,394,NA,11,1729,41,7,53,NA,1561,3351,NA,51,0,NA,11,NA,0,NA,184,NA,1317,NA,228,NA,9,NA,32,NA,0,NA,0,NA,6,NA,1,NA,32,NA,18,NA,3,NA,NA,NA,NA,NA,NA,264,NA,1135,NA,162,NA
Acadiana Legal Service Corporation,619051,2014,LA,LA-10,Basic Field,0,950,NA,NA,2321,568,1146,NA,1205,352,NA,11,1660,49,2,35,NA,1514,3214,NA,57,0,3,NA,4,4,NA,212,553,NA,698,197,NA,2,19,NA,23,5,NA,0,0,NA,1,1,NA,25,4,NA,6,0,NA,NA,NA,NA,NA,NA,329,567,NA,473,145,NA
Acadiana Legal Service Corporation,619051,2015,LA,LA-10,Basic Field,0,969,3,NA,2311,676,1100,NA,1129,378,NA,10,1751,38,7,61,NA,1416,3254,NA,29,1,5,NA,3,1,NA,286,588,NA,656,221,NA,3,19,NA,14,2,NA,0,3,NA,4,0,NA,41,15,NA,4,1,NA,NA,NA,NA,NA,NA,345,470,NA,448,153,NA
Acadiana Legal Service Corporation,619051,2016,LA,LA-10,Basic Field,0,903,5,NA,2138,598,952,NA,1101,395,NA,15,1584,38,13,48,NA,1348,2997,NA,49,1,8,NA,5,1,NA,249,507,NA,614,214,NA,9,14,NA,12,3,NA,1,1,NA,8,3,NA,33,8,NA,6,1,NA,NA,NA,NA,NA,NA,305,414,NA,456,173,NA
Acadiana Legal Service Corporation,619051,2017,LA,LA-10,Basic Field,NA,1034,0,0,2088,632,905,NA,1125,460,0,13,1669,28,8,65,0,1339,3073,0,49,0,4,NA,8,1,0,274,506,NA,648,241,0,4,11,NA,11,2,0,1,4,NA,1,2,0,39,8,NA,12,6,0,0,0,0,0,0,314,372,NA,445,208,0
Acadiana Legal Service Corporation,619051,2017,LA,LA-11,Basic Field,NA,698,0,0,1816,238,828,NA,1057,391,0,5,1456,9,12,52,0,980,2381,0,133,1,1,NA,3,0,0,99,456,NA,648,253,0,0,4,NA,5,0,0,0,4,NA,6,2,0,45,4,NA,3,0,0,0,0,0,0,0,93,359,NA,392,136,0
Alaska Legal Services Corporation,902000,2008,AK,AK-1,Basic Field,0,211,NA,NA,547,3,NA,621,NA,134,NA,21,70,35,12,36,NA,584,NA,NA,NA,0,NA,17,NA,4,NA,0,NA,57,NA,13,NA,0,NA,31,NA,4,NA,1,NA,7,NA,4,NA,0,NA,31,NA,5,NA,NA,NA,NA,NA,NA,2,NA,478,NA,104,NA
Alaska Legal Services Corporation,902000,2008,AK,NAK-1,Native American,3,178,NA,NA,382,4,NA,433,NA,123,NA,0,0,0,560,0,NA,0,NA,NA,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,4,NA,433,NA,123,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA
Alaska Legal Services Corporation,902000,2009,AK,AK-1,Basic Field,0,265,NA,NA,622,1,NA,678,NA,208,NA,28,87,49,0,66,NA,657,NA,NA,NA,0,NA,21,NA,7,NA,0,NA,79,NA,8,NA,0,NA,41,NA,8,NA,0,NA,0,NA,0,NA,0,NA,46,NA,20,NA,NA,NA,NA,NA,NA,1,NA,491,NA,165,NA
Alaska Legal Services Corporation,902000,2009,AK,NAK-1,Native American,2,153,NA,NA,438,2,NA,455,NA,134,NA,0,0,0,591,0,NA,0,NA,NA,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,2,NA,455,NA,134,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA
Alaska Legal Services Corporation,902000,2010,AK,AK-1,Basic Field,0,291,NA,NA,593,0,NA,686,NA,198,NA,31,104,54,0,80,NA,615,NA,NA,NA,0,NA,22,NA,9,NA,0,NA,88,NA,16,NA,0,NA,46,NA,8,NA,0,NA,0,NA,0,NA,0,NA,56,NA,24,NA,NA,NA,NA,NA,NA,0,NA,474,NA,141,NA
Alaska Legal Services Corporation,902000,2010,AK,NAK-1,Native American,5,177,NA,NA,415,2,NA,455,NA,135,NA,0,0,0,592,0,NA,0,NA,NA,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,2,NA,455,NA,135,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA
Alaska Legal Services Corporation,902000,2011,AK,AK-1,Basic Field,1,293,NA,NA,630,4,NA,734,NA,185,NA,31,106,59,0,67,NA,660,NA,NA,NA,0,NA,19,NA,12,NA,0,NA,91,NA,15,NA,2,NA,51,NA,6,NA,0,NA,0,NA,0,NA,0,NA,54,NA,13,NA,NA,NA,NA,NA,NA,2,NA,519,NA,139,NA
Alaska Legal Services Corporation,902000,2011,AK,NAK-1,Native American,2,178,NA,NA,389,4,NA,432,NA,131,NA,NA,NA,NA,567,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,432,NA,131,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Alaska Legal Services Corporation,902000,2012,AK,AK-1,Basic Field,0,272,NA,NA,672,6,NA,721,NA,217,NA,46,72,52,0,61,NA,713,898,NA,46,1,NA,35,NA,10,NA,0,NA,60,NA,12,NA,1,NA,48,NA,3,NA,0,NA,0,NA,0,NA,0,NA,53,NA,8,NA,NA,NA,NA,NA,NA,4,NA,525,NA,184,NA
Alaska Legal Services Corporation,902000,2012,AK,NAK-1,Native American,9,177,NA,NA,431,4,NA,451,NA,153,NA,NA,NA,NA,608,NA,NA,NA,600,NA,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,451,NA,153,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Alaska Legal Services Corporation,902000,2013,AK,AK-1,Basic Field,1,327,NA,NA,605,2,NA,680,NA,251,NA,28,82,41,0,92,NA,690,853,NA,80,1,NA,21,NA,6,NA,0,NA,58,NA,24,NA,0,NA,37,NA,4,NA,0,NA,0,NA,0,NA,0,NA,72,NA,20,NA,NA,NA,NA,NA,NA,1,NA,492,NA,197,NA
Alaska Legal Services Corporation,902000,2013,AK,NAK-1,Native American,20,236,NA,NA,497,4,NA,517,NA,212,NA,0,0,0,733,0,NA,0,712,NA,41,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,4,NA,517,NA,212,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA
Alaska Legal Services Corporation,902000,2014,AK,AK-1,Basic Field,1,303,NA,NA,582,0,244,NA,386,255,NA,36,80,44,3,48,NA,674,800,NA,85,0,10,NA,12,14,NA,0,24,NA,42,14,NA,0,14,NA,21,9,NA,0,2,NA,1,0,NA,0,19,NA,18,11,NA,NA,NA,NA,NA,NA,0,175,NA,292,207,NA
Alaska Legal Services Corporation,902000,2014,AK,NAK-1,Native American,36,189,NA,NA,404,0,151,NA,294,184,NA,0,0,0,629,0,NA,0,555,NA,38,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,151,NA,294,184,NA,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,0,NA,0,0,NA
Alaska Legal Services Corporation,902000,2015,AK,AK-1,Basic Field,0,298,0,NA,678,5,280,NA,405,286,NA,47,98,45,38,44,NA,704,871,NA,105,1,16,NA,18,12,NA,0,34,NA,48,16,NA,0,14,NA,21,10,NA,0,10,NA,23,5,NA,1,16,NA,14,13,NA,NA,NA,NA,NA,NA,3,190,NA,281,230,NA
Alaska Legal Services Corporation,902000,2015,AK,NAK-1,Native American,50,205,NA,NA,479,0,202,NA,329,203,NA,0,0,0,734,0,NA,0,692,NA,42,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,202,NA,329,203,NA,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,0,NA,0,0,NA
Alaska Legal Services Corporation,902000,2016,AK,AK-1,Basic Field,1,364,0,NA,633,4,275,NA,428,290,NA,40,84,51,36,125,NA,661,844,NA,153,0,10,NA,19,11,NA,0,21,NA,41,22,NA,0,21,NA,20,10,NA,0,11,NA,12,13,NA,0,34,NA,67,24,NA,NA,NA,NA,NA,NA,4,178,NA,269,210,NA
Alaska Legal Services Corporation,902000,2016,AK,NAK-1,Native American,59,198,0,NA,462,3,224,NA,245,188,NA,0,0,0,660,0,NA,0,614,NA,46,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,3,224,NA,245,188,NA,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,0,NA,0,0,NA
Alaska Legal Services Corporation,902000,2017,AK,AK-1,Basic Field,NA,356,0,0,718,2,285,NA,480,300,7,48,80,77,80,50,76,663,952,0,122,0,14,NA,20,14,0,0,24,NA,41,15,0,0,25,NA,42,10,0,0,15,NA,42,23,0,0,16,NA,23,11,0,1,24,27,24,0,1,167,NA,285,203,7
Alaska Legal Services Corporation,902000,2017,AK,NAK-1,Native American,NA,289,0,0,615,2,273,NA,361,262,6,0,0,0,904,0,0,0,863,0,41,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,2,273,NA,361,262,6,0,0,NA,0,0,0,0,0,0,0,0,0,0,NA,0,0,0
American Samoa Legal Aid,955111,2015,AS,AS-1,Basic Field,0,52,0,NA,63,0,28,NA,73,14,NA,115,0,0,0,0,NA,0,113,NA,2,0,28,NA,73,14,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,0,NA,0,0,NA
American Samoa Legal Aid,955111,2016,AS,AS-1,Basic Field,0,141,0,NA,248,5,137,NA,207,40,NA,352,3,1,22,9,NA,2,389,NA,0,5,123,NA,189,35,NA,0,1,NA,1,1,NA,0,1,NA,0,0,NA,0,6,NA,14,2,NA,0,5,NA,3,1,NA,NA,NA,NA,NA,NA,0,1,NA,0,1,NA
American Samoa Legal Aid,955111,2017,AS,AS-1,Basic Field,NA,236,0,0,444,9,230,NA,380,53,8,624,0,6,37,0,13,0,672,0,8,8,217,NA,345,46,8,0,0,NA,0,0,0,0,3,NA,2,1,0,1,10,NA,20,6,0,0,0,NA,0,0,0,0,0,13,0,0,0,0,NA,0,0,0
"Anishinabe Legal Services, Inc.",724018,2008,MN,NMN-1,Native American,0,284,NA,NA,532,108,NA,568,NA,141,NA,1,0,0,789,0,NA,27,NA,NA,NA,0,NA,1,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,108,NA,543,NA,138,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,NA,0,NA,24,NA,3,NA
"Anishinabe Legal Services, Inc.",724018,2009,MN,NMN-1,Native American,0,152,NA,NA,332,10,NA,404,NA,70,NA,0,0,0,475,0,NA,9,NA,NA,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,10,NA,397,NA,68,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,NA,0,NA,7,NA,2,NA
"Anishinabe Legal Services, Inc.",724018,2010,MN,NMN-1,Native American,0,158,NA,NA,310,16,NA,362,NA,90,NA,NA,NA,NA,457,2,NA,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,NA,357,NA,84,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,5,NA
"Anishinabe Legal Services, Inc.",724018,2011,MN,NMN-1,Native American,0,136,NA,NA,313,4,NA,374,NA,71,NA,0,0,1,437,0,NA,11,NA,NA,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,1,NA,0,NA,4,NA,366,NA,67,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,NA,0,NA,7,NA,4,NA
"Anishinabe Legal Services, Inc.",724018,2012,MN,NMN-1,Native American,1,135,NA,NA,252,24,NA,311,NA,52,NA,0,0,0,384,0,NA,3,143,NA,47,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,24,NA,311,NA,49,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,NA,0,NA,0,NA,3,NA
"Anishinabe Legal Services, Inc.",724018,2013,MN,NMN-1,Native American,0,134,NA,NA,266,22,NA,270,NA,108,NA,0,0,0,390,0,NA,10,354,NA,46,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,22,NA,267,NA,101,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,NA,0,NA,3,NA,7,NA
"Anishinabe Legal Services, Inc.",724018,2014,MN,NMN-1,Native American,0,101,NA,NA,215,9,100,NA,117,90,NA,0,2,0,300,0,NA,14,116,NA,8,0,0,NA,0,0,NA,0,2,NA,0,0,NA,0,0,NA,0,0,NA,9,94,NA,111,86,NA,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,4,NA,6,4,NA
"Anishinabe Legal Services, Inc.",724018,2015,MN,NMN-1,Native American,0,141,0,NA,308,15,158,NA,162,114,NA,0,2,0,434,0,NA,13,412,NA,37,0,0,NA,0,0,NA,0,2,NA,0,0,NA,0,0,NA,0,0,NA,15,152,NA,159,108,NA,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,4,NA,3,6,NA
"Anishinabe Legal Services, Inc.",724018,2016,MN,NMN-1,Native American,0,140,0,NA,289,19,138,NA,156,116,NA,0,1,0,408,1,NA,19,406,NA,23,0,0,NA,0,0,NA,0,1,NA,0,0,NA,0,0,NA,0,0,NA,18,133,NA,150,107,NA,0,1,NA,0,0,NA,NA,NA,NA,NA,NA,1,3,NA,6,9,NA
"Anishinabe Legal Services, Inc.",724018,2017,MN,NMN-1,Native American,NA,82,0,0,194,4,97,NA,107,68,0,0,1,0,261,0,0,14,247,0,29,0,0,NA,0,0,0,0,1,NA,0,0,0,0,0,NA,0,0,0,4,90,NA,102,65,0,0,0,NA,0,0,0,0,0,0,0,0,0,6,NA,5,3,0
Appalachian Research and Defense Fund of Kentucky,618030,2008,KY,KY-5,Basic Field,0,1261,NA,NA,3760,143,NA,4298,NA,540,NA,1,130,24,8,74,NA,4744,NA,NA,NA,0,NA,1,NA,0,NA,1,NA,112,NA,17,NA,3,NA,18,NA,3,NA,0,NA,7,NA,1,NA,10,NA,58,NA,6,NA,NA,NA,NA,NA,NA,129,NA,4102,NA,513,NA
Appalachian Research and Defense Fund of Kentucky,618030,2009,KY,KY-5,Basic Field,0,1138,NA,NA,3550,90,NA,4098,NA,500,NA,5,87,21,4,59,NA,4512,NA,NA,NA,0,NA,5,NA,0,NA,1,NA,74,NA,12,NA,0,NA,19,NA,2,NA,0,NA,4,NA,0,NA,3,NA,48,NA,8,NA,NA,NA,NA,NA,NA,86,NA,3948,NA,478,NA
Appalachian Research and Defense Fund of Kentucky,618030,2010,KY,KY-5,Basic Field,1,1013,NA,NA,3729,61,NA,4111,NA,571,NA,4,115,15,12,66,NA,4531,NA,NA,NA,0,NA,4,NA,0,NA,1,NA,98,NA,16,NA,0,NA,15,NA,0,NA,0,NA,10,NA,2,NA,2,NA,59,NA,5,NA,NA,NA,NA,NA,NA,58,NA,3925,NA,548,NA
Appalachian Research and Defense Fund of Kentucky,618030,2011,KY,KY-5,Basic Field,0,1376,NA,NA,3864,67,NA,4560,NA,613,NA,4,147,25,10,54,NA,5000,NA,NA,NA,0,NA,4,NA,0,NA,4,NA,120,NA,23,NA,1,NA,24,NA,0,NA,0,NA,10,NA,0,NA,1,NA,48,NA,5,NA,NA,NA,NA,NA,NA,61,NA,4354,NA,585,NA
Appalachian Research and Defense Fund of Kentucky,618030,2012,KY,KY-5,Basic Field,0,3395,NA,NA,1293,77,NA,4072,NA,539,NA,5,130,28,13,44,NA,4468,4672,NA,16,NA,NA,4,NA,1,NA,3,NA,110,NA,17,NA,NA,NA,25,NA,3,NA,NA,NA,11,NA,2,NA,1,NA,38,NA,5,NA,NA,NA,NA,NA,NA,73,NA,3884,NA,511,NA
Appalachian Research and Defense Fund of Kentucky,618030,2013,KY,KY-5,Basic Field,0,980,NA,NA,3302,71,NA,3848,NA,363,NA,3,134,19,11,32,NA,4083,4022,NA,259,0,NA,3,NA,0,NA,1,NA,112,NA,21,NA,1,NA,17,NA,1,NA,0,NA,10,NA,1,NA,3,NA,26,NA,3,NA,NA,NA,NA,NA,NA,66,NA,3680,NA,337,NA
Appalachian Research and Defense Fund of Kentucky,618030,2014,KY,KY-5,Basic Field,1,707,NA,NA,2385,53,1498,NA,1250,292,NA,5,73,13,3,61,NA,2938,0,NA,215,0,3,NA,1,1,NA,0,28,NA,35,10,NA,0,7,NA,5,1,NA,0,0,NA,2,1,NA,0,40,NA,21,0,NA,NA,NA,NA,NA,NA,53,1420,NA,1186,279,NA
Appalachian Research and Defense Fund of Kentucky,618030,2015,KY,KY-5,Basic Field,0,624,0,NA,2126,43,1311,NA,1147,249,NA,5,56,11,6,30,NA,2642,2625,NA,125,0,2,NA,2,1,NA,0,23,NA,28,5,NA,1,6,NA,3,1,NA,0,2,NA,2,2,NA,1,8,NA,20,1,NA,NA,NA,NA,NA,NA,41,1270,NA,1092,239,NA
Appalachian Research and Defense Fund of Kentucky,618030,2016,KY,KY-5,Basic Field,0,699,4,NA,2113,45,1308,NA,1164,299,NA,4,75,15,2,26,NA,2694,2674,NA,142,0,1,NA,3,0,NA,1,26,NA,42,6,NA,0,6,NA,8,1,NA,0,2,NA,0,0,NA,0,14,NA,9,3,NA,NA,NA,NA,NA,NA,44,1259,NA,1102,289,NA
Appalachian Research and Defense Fund of Kentucky,618030,2017,KY,KY-5,Basic Field,NA,708,0,3,2204,53,1276,NA,1296,290,0,5,60,15,7,29,5,2794,2828,0,87,0,2,NA,2,1,0,1,25,NA,27,7,0,0,8,NA,7,0,0,0,4,NA,2,1,0,1,16,NA,11,1,0,0,3,1,1,0,51,1218,NA,1246,279,0
"Atlanta Legal Aid Society, Inc.",611010,2008,GA,GA-1,Basic Field,0,3202,NA,NA,9827,403,NA,11605,NA,1021,NA,89,9505,932,25,305,NA,2173,NA,NA,NA,0,NA,83,NA,6,NA,133,NA,8639,NA,733,NA,240,NA,666,NA,26,NA,0,NA,23,NA,2,NA,15,NA,263,NA,27,NA,NA,NA,NA,NA,NA,15,NA,1931,NA,227,NA
"Atlanta Legal Aid Society, Inc.",611010,2009,GA,GA-1,Basic Field,0,3835,NA,NA,10223,535,NA,12365,NA,1158,NA,122,10076,1151,23,361,NA,2325,NA,NA,NA,0,NA,113,NA,9,NA,136,NA,9112,NA,828,NA,378,NA,731,NA,42,NA,0,NA,22,NA,1,NA,10,NA,311,NA,40,NA,NA,NA,NA,NA,NA,11,NA,2076,NA,238,NA
"Atlanta Legal Aid Society, Inc.",611010,2010,GA,GA-1,Basic Field,10,4186,NA,NA,11796,527,NA,12629,NA,2836,NA,146,11135,1187,27,450,NA,3047,NA,NA,NA,2,NA,118,NA,26,NA,120,NA,9234,NA,1781,NA,381,NA,745,NA,61,NA,0,NA,24,NA,3,NA,8,NA,349,NA,93,NA,NA,NA,NA,NA,NA,16,NA,2159,NA,872,NA
"Atlanta Legal Aid Society, Inc.",611010,2011,GA,GA-1,Basic Field,7,3869,NA,NA,10276,850,NA,12136,NA,1159,NA,135,10046,1477,26,329,NA,2132,NA,NA,NA,0,NA,123,NA,12,NA,170,NA,9029,NA,847,NA,659,NA,769,NA,49,NA,0,NA,25,NA,1,NA,9,NA,298,NA,22,NA,NA,NA,NA,NA,NA,12,NA,1892,NA,228,NA
"Atlanta Legal Aid Society, Inc.",611010,2012,GA,GA-1,Basic Field,3,3348,NA,NA,9159,718,NA,10718,NA,1074,NA,133,8793,1465,30,325,NA,1764,11848,NA,662,0,NA,122,NA,11,NA,138,NA,7841,NA,814,NA,560,NA,863,NA,42,NA,0,NA,25,NA,5,NA,10,NA,296,NA,19,NA,NA,NA,NA,NA,NA,10,NA,1571,NA,183,NA
"Atlanta Legal Aid Society, Inc.",611010,2013,GA,GA-1,Basic Field,23,3020,NA,NA,9016,570,NA,10322,NA,1167,NA,141,8461,1386,21,325,NA,1725,11404,NA,655,0,NA,126,NA,15,NA,89,NA,7535,NA,837,NA,469,NA,859,NA,58,NA,1,NA,17,NA,3,NA,4,NA,293,NA,28,NA,NA,NA,NA,NA,NA,7,NA,1492,NA,226,NA
"Atlanta Legal Aid Society, Inc.",611010,2014,GA,GA-1,Basic Field,14,2959,NA,NA,8640,464,3953,NA,6009,1187,NA,123,8285,1192,29,384,NA,1600,10902,NA,711,1,42,NA,64,16,NA,93,2861,NA,4463,868,NA,358,377,NA,404,53,NA,0,8,NA,20,1,NA,3,160,NA,186,35,NA,NA,NA,NA,NA,NA,9,505,NA,872,214,NA
"Atlanta Legal Aid Society, Inc.",611010,2015,GA,GA-1,Basic Field,0,3175,8,NA,9834,319,3797,NA,5869,3032,NA,177,8642,1082,39,824,NA,2253,12127,NA,890,2,47,NA,87,41,NA,89,2541,NA,4120,1892,NA,202,354,NA,452,74,NA,4,10,NA,18,7,NA,8,314,NA,342,160,NA,NA,NA,NA,NA,NA,14,531,NA,850,858,NA
"Atlanta Legal Aid Society, Inc.",611010,2016,GA,GA-1,Basic Field,0,3222,6,NA,9803,222,3615,NA,5804,3390,NA,176,9112,674,35,749,NA,2285,12108,NA,923,4,68,NA,70,34,NA,122,2585,NA,4245,2160,NA,62,268,NA,279,65,NA,5,7,NA,17,6,NA,15,227,NA,302,205,NA,NA,NA,NA,NA,NA,14,460,NA,891,920,NA
"Atlanta Legal Aid Society, Inc.",611010,2017,GA,GA-1,Basic Field,NA,3231,16,4,9700,258,3375,NA,5585,3731,2,194,9056,691,53,562,120,2275,12138,7,806,3,59,NA,82,50,0,117,2452,NA,4109,2377,1,86,245,NA,287,73,0,0,7,NA,27,19,0,33,183,NA,228,118,0,3,20,43,53,1,16,409,NA,809,1041,0
Bay Area Legal Aid,805270,2008,CA,CA-28,Basic Field,0,2040,NA,NA,5009,291,NA,5854,NA,904,NA,1134,2287,1618,59,561,NA,1390,NA,NA,NA,57,NA,771,NA,306,NA,88,NA,2013,NA,186,NA,90,NA,1424,NA,104,NA,2,NA,51,NA,6,NA,23,NA,462,NA,76,NA,NA,NA,NA,NA,NA,31,NA,1133,NA,226,NA
Bay Area Legal Aid,805270,2009,CA,CA-28,Basic Field,0,2187,NA,NA,5535,285,NA,6565,NA,874,NA,1003,2603,1943,65,508,NA,1602,NA,NA,NA,30,NA,757,NA,216,NA,102,NA,2270,NA,231,NA,107,NA,1720,NA,116,NA,1,NA,58,NA,6,NA,26,NA,421,NA,61,NA,NA,NA,NA,NA,NA,19,NA,1339,NA,244,NA
Bay Area Legal Aid,805270,2010,CA,CA-28,Basic Field,4,2112,NA,NA,5577,244,NA,6553,NA,896,NA,1053,2606,2081,82,293,NA,1578,NA,NA,NA,22,NA,786,NA,245,NA,69,NA,2314,NA,223,NA,119,NA,1827,NA,135,NA,1,NA,73,NA,8,NA,8,NA,256,NA,29,NA,NA,NA,NA,NA,NA,25,NA,1297,NA,256,NA
Bay Area Legal Aid,805270,2011,CA,CA-28,Basic Field,1,1914,NA,NA,5112,237,NA,5938,NA,852,NA,895,2443,1983,61,276,NA,1369,NA,NA,NA,13,NA,654,NA,228,NA,81,NA,2143,NA,219,NA,118,NA,1752,NA,113,NA,1,NA,58,NA,2,NA,7,NA,244,NA,25,NA,NA,NA,NA,NA,NA,17,NA,1087,NA,265,NA
Bay Area Legal Aid,805270,2012,CA,CA-28,Basic Field,0,1750,NA,NA,4981,261,NA,5700,NA,770,NA,696,2537,1689,75,374,NA,1360,6615,NA,116,15,NA,557,NA,124,NA,123,NA,2194,NA,220,NA,93,NA,1493,NA,103,NA,2,NA,63,NA,10,NA,16,NA,324,NA,34,NA,NA,NA,NA,NA,NA,12,NA,1069,NA,279,NA
Bay Area Legal Aid,805270,2013,CA,CA-28,Basic Field,0,1943,NA,NA,5286,335,NA,6020,NA,874,NA,688,2758,1823,75,420,NA,1465,7064,NA,165,24,NA,514,NA,150,NA,153,NA,2343,NA,262,NA,106,NA,1606,NA,111,NA,2,NA,62,NA,11,NA,23,NA,342,NA,55,NA,NA,NA,NA,NA,NA,27,NA,1153,NA,285,NA
