org_name,recipient_id,grant_year,state,service_area__c,service_area_type__c,lsc_expenditures__c_Audit_Non_Personnel_Expenses,lsc_expenditures__c_Contract_Services_to_Clients_Non_Personnel_Expenses,lsc_expenditures__c_Contract_Services_to_Recipient_Non_Personnel_Expenses,lsc_expenditures__c_Dues_and_Fees_Non_Personnel_Expenses,lsc_expenditures__c_Employee_Benefits_Personnel_Expenses,lsc_expenditures__c_Equipment_Rental_Non_Personnel_Expenses,lsc_expenditures__c_Insurance_Non_Personnel_Expenses,lsc_expenditures__c_Lawyers_Wages_Personnel_Expenses,lsc_expenditures__c_Library_Non_Personnel_Expenses,lsc_expenditures__c_Litigation_Non_Personnel_Expenses,lsc_expenditures__c_Mortgage_Payments_Non_Personnel_Expenses,lsc_expenditures__c_Office_Supplies_Non_Personnel_Expenses,lsc_expenditures__c_Other_Non_Personnel_Expenses,lsc_expenditures__c_Other_Space_Expense_Non_Personnel_Expenses,lsc_expenditures__c_Other_Staff_Wages_Personnel_Expenses,lsc_expenditures__c_Paralegals_Wages_Personnel_Expenses,lsc_expenditures__c_Property_Acquisition_Non_Personnel_Expenses,lsc_expenditures__c_Purchase_Payments_Non_Personnel_Expenses,lsc_expenditures__c_Space_Rent_Lease_Non_Personnel_Expenses,lsc_expenditures__c_Telephone_Non_Personnel_Expenses,lsc_expenditures__c_Training_Board_Non_Personnel_Expenses,lsc_expenditures__c_Training_Staff_Other_Non_Personnel_Expenses,lsc_expenditures__c_Travel_Board_Non_Personnel_Expenses,lsc_expenditures__c_Travel_Staff_Other_Non_Personnel_Expenses,non_lsc_expenditures__c_Audit_Non_Personnel_Expenses,non_lsc_expenditures__c_Contract_Services_to_Clients_Non_Personnel_Expenses,non_lsc_expenditures__c_Contract_Services_to_Recipient_Non_Personnel_Expenses,non_lsc_expenditures__c_Dues_and_Fees_Non_Personnel_Expenses,non_lsc_expenditures__c_Employee_Benefits_Personnel_Expenses,non_lsc_expenditures__c_Equipment_Rental_Non_Personnel_Expenses,non_lsc_expenditures__c_Insurance_Non_Personnel_Expenses,non_lsc_expenditures__c_Lawyers_Wages_Personnel_Expenses,non_lsc_expenditures__c_Library_Non_Personnel_Expenses,non_lsc_expenditures__c_Litigation_Non_Personnel_Expenses,non_lsc_expenditures__c_Mortgage_Payments_Non_Personnel_Expenses,non_lsc_expenditures__c_Office_Supplies_Non_Personnel_Expenses,non_lsc_expenditures__c_Other_Non_Personnel_Expenses,non_lsc_expenditures__c_Other_Space_Expense_Non_Personnel_Expenses,non_lsc_expenditures__c_Other_Staff_Wages_Personnel_Expenses,non_lsc_expenditures__c_Paralegals_Wages_Personnel_Expenses,non_lsc_expenditures__c_Property_Acquisition_Non_Personnel_Expenses,non_lsc_expenditures__c_Purchase_Payments_Non_Personnel_Expenses,non_lsc_expenditures__c_Space_Rent_Lease_Non_Personnel_Expenses,non_lsc_expenditures__c_Telephone_Non_Personnel_Expenses,non_lsc_expenditures__c_Training_Board_Non_Personnel_Expenses,non_lsc_expenditures__c_Training_Staff_Other_Non_Personnel_Expenses,non_lsc_expenditures__c_Travel_Board_Non_Personnel_Expenses,non_lsc_expenditures__c_Travel_Staff_Other_Non_Personnel_Expenses,Total_lsc_expenditures__c,Total_non_lsc_expenditures__c,Total_lsc_nonlsc_expenditures__c,Total_Personnel_Expenses,Total_Non_Personnel_Expenses
"Legal Services of Eastern Missouri, Inc.",526020,2012,MO,MO-4,Basic Field,10170,79269,14734,305,345814,5122,3673,723720,6000,13115,0,12991,1083,22169,267865,369738,0,0,0,4487,175,4819,3363,11721,23730,12130,97262,25897,787572,50003,29652,1439561,45861,24243,0,98085,113226,129108,629194,780195,52200,42916,35734,35976,0,19005,0,47783,1900333,4519333,6419666,5343659,1076007
"Legal Services of Eastern Missouri, Inc.",526020,2013,MO,MO-4,Basic Field,9585,69604,8656,0,350207,0,9890,652756,22734,10439,0,18391,8161,44533,264051,375774,0,0,0,14806,0,7293,3151,6965,25915,0,151601,24180,697447,67523,26593,1317841,26582,13445,0,68470,118493,118658,593646,743564,41954,0,41694,31802,0,18007,0,28440,1876996,4155855,6032851,4995286,1037565
"Legal Services of Eastern Missouri, Inc.",526020,2014,MO,MO-4,Basic Field,7946,52492,16145,0,375507,1601,10109,710632,18427,10025,0,23238,14836,41435,263887,456082,0,0,0,13660,3468,7499,2984,14485,28504,0,122359,29337,729786,65054,27769,1399844,33054,14483,0,93402,149011,124605,595296,774740,24208,48018,47033,25264,0,33808,0,38559,2044458,4404134,6448592,5305774,1142818
"Legal Services of Eastern Missouri, Inc.",526020,2015,MO,MO-4,Basic Field,9286,45598,6473,0,346409,1725,4987,773369,12053,8855,0,13271,16509,28571,292334,474096,0,0,0,8454,125,9435,4192,5917,29814,13530,185033,31432,727433,111849,34562,1563086,36902,21779,0,77153,147996,162314,630644,829210,65253,0,48050,33144,0,73732,0,40358,2061659,4863274,6924933,5636581,1288352
"Legal Services of Eastern Missouri, Inc.",526020,2016,MO,MO-4,Basic Field,9970,60081,9034,1638,311005,1111,5715,794832,11266,7219,0,10199,23854,35053,301672,422269,0,0,740,16730,3023,10283,3518,14177,31230,0,174858,37606,751358,76281,37463,1668689,41384,34458,0,137654,173074,146876,668991,828452,78972,0,47946,29352,0,47813,0,36914,2053389,5049371,7102760,5747268,1355492
"Legal Services of Eastern Missouri, Inc.",526020,2017,MO,MO-4,Basic Field,10316,96210,3898,1098,310433,0,8858,359704,6616,7176,0,40200,1079,71045,741615,313827,0,0,0,21957,1702,25402,2426,2491,32084,131640,136710,39113,757243,45769,36646,2106170,29659,42030,0,125961,196699,132045,296868,1030207,0,25603,49825,29712,0,47863,0,51914,2026053,5343761,7369814,5916067,1453747
"Legal Services of Greater Miami, Inc.",610040,2008,FL,FL-5,Basic Field,27726,1942,141465,0,623364,35376,47846,563246,25345,41638,0,61252,35765,435530,1357678,183833,19417,0,79738,79591,0,43464,164,23662,7274,20000,28018,8500,405698,1830,12607,1205483,25314,17355,0,1765,26014,18203,492621,102277,21229,0,28182,11534,0,825,0,383,3828042,2435112,6263154,4934200,1328954
"Legal Services of Greater Miami, Inc.",610040,2009,FL,FL-5,Basic Field,22853,2408,101054,0,625973,28221,49509,622866,22369,33425,0,62660,139602,497686,1393771,220453,25047,0,90958,83909,0,41741,170,14470,5647,20000,22814,8500,425940,6940,12236,1321047,18196,12703,0,9110,25503,20591,516644,106062,75000,0,20655,10795,0,14568,39,3665,4079145,2656655,6735800,5232756,1503044
"Legal Services of Greater Miami, Inc.",610040,2010,FL,FL-5,Basic Field,22534,35981,131963,0,692673,36303,59706,641755,38311,57002,0,85911,68864,502578,1632157,277279,64955,0,76708,96499,0,55149,218,19819,5966,95891,4935,9000,479063,1308,2467,1566559,15537,1617,0,3343,18609,25297,361799,121588,19980,0,28869,3614,0,1715,0,876,4596365,2768033,7364398,5772873,1591525
"Legal Services of Greater Miami, Inc.",610040,2011,FL,FL-5,Basic Field,22532,54560,94712,0,807042,31307,52827,541770,38260,49919,0,62490,56412,463740,1514114,284511,0,0,69829,80953,0,13814,0,19165,5968,28500,53165,9000,411786,8143,13685,1759267,23799,14370,0,16806,38597,8344,533291,150119,0,0,16379,22690,0,5526,349,4885,4257957,3124669,7382626,6001900,1380726
"Legal Services of Greater Miami, Inc.",610040,2012,FL,FL-5,Basic Field,23940,20184,120636,0,706233,30704,53326,773358,37911,51234,0,59830,15164,471585,1466024,287173,0,0,65772,85005,0,10175,0,15821,4560,0,22534,8000,324957,4374,10157,1337468,20393,8788,0,8145,18654,15363,362893,82556,0,0,12528,16181,0,4842,552,3023,4294075,2265968,6560043,5340662,1219381
"Legal Services of Greater Miami, Inc.",610040,2013,FL,FL-5,Basic Field,23167,12250,115195,0,650178,29317,46427,557792,25864,45212,0,44332,11694,450223,1416824,268659,0,0,73445,88168,0,19886,0,15618,5333,0,26757,8000,421057,6878,10806,1588107,23518,14665,0,13845,30946,20323,415014,132196,0,0,9550,28070,0,4394,653,3243,3894251,2763355,6657606,5449827,1207779
"Legal Services of Greater Miami, Inc.",610040,2014,FL,FL-5,Basic Field,18525,4063,99137,0,658381,25928,36827,751732,5695,17052,0,36450,9121,361997,1319860,254843,26900,0,56308,42597,0,11727,0,11375,9975,2188,52749,8000,416462,16452,19830,1343978,24329,19475,0,19046,24166,7719,522979,164122,0,0,30320,51517,0,6335,1046,6189,3748518,2746877,6495395,5432357,1063038
"Legal Services of Greater Miami, Inc.",610040,2015,FL,FL-5,Basic Field,19095,16056,50712,0,633951,28255,35298,1107934,7704,24517,0,26398,35937,4104,1077402,249093,6670,0,79319,70874,0,14552,0,11686,9405,5016,113037,7500,347728,13917,17386,874133,21852,14522,0,15465,86007,4360,645910,125170,0,0,20134,34921,0,8171,1107,6165,3499557,2371906,5871463,5061321,810142
"Legal Services of Greater Miami, Inc.",610040,2016,FL,FL-5,Basic Field,20424,34500,144581,0,560751,30707,31576,864711,1970,30809,0,28357,36273,4814,1236696,220214,0,0,327730,63859,0,16583,0,10111,10576,6041,69564,8330,381334,15125,15552,1219635,20784,15174,0,25187,683590,153172,639372,108463,0,0,161419,31453,0,7591,190,4965,3664666,3577517,7242183,5231176,2011007
"Legal Services of Greater Miami, Inc.",610040,2017,FL,FL-5,Basic Field,25393.56,0,110252.09,10127.01,616916.33,22162.98,33807.12,743033.42,11408.59,33848.77,0,38472.91,305429.08,1904.82,1321746.44,190890.63,0,0,52613.72,66256.29,0,31767.22,213.01,11741.4,4826.44,0,72727.22,11657.93,321720.48,4278.17,7246.93,1321039.18,17273.01,7364.66,0,8877.78,68708.77,284.63,401026.18,124560.04,0,0,9169,16412.18,0,7900.86,31.82,4240.59,3627985.39,2409345.87,6037331.26,5040932.7,996398.56
Legal Services of North Dakota,535007,2008,ND,ND-3,Basic Field,13400,7979,16798,2280,64337,15044,7422,168817,5791,25,0,31082,1110,163,98503,12953,1885,0,76543,22798,125,4912,7417,6066,1000,1000,26552,5581,126335,1089,0,219779,6639,0,0,4826,3373,550,123826,128803,2695,0,9739,9723,0,6884,0,23048,565450,701442,1266892,943353,323539
Legal Services of North Dakota,535007,2008,ND,NND-3,Native American,450,0,8419,860,34893,3915,615,82391,4441,0,0,2081,194,3256,25770,64031,0,0,10244,4201,0,346,0,11779,150,0,900,0,9014,0,140,5568,0,0,0,2934,0,1101,1410,29143,0,0,1356,1200,0,2366,0,3718,257886,59000,316886,252220,64666
Legal Services of North Dakota,535007,2009,ND,ND-3,Basic Field,6001,23164,20073,1570,69064,10844,7541,140083,9355,333,0,21307,487,453,120169,18535,15714,0,74211,28094,1268,12038,2585,9800,6974,8238,34006,4955,99381,2833,0,203601,2194,0,0,9793,5493,0,46682,195755,12366,0,12975,6000,0,4709,0,14783,592689,670738,1263427,893270,370157
Legal Services of North Dakota,535007,2009,ND,NND-3,Native American,2961,0,13713,885,31749,4462,0,88442,3588,37,0,822,194,3303,24305,84820,0,0,11617,3458,0,0,0,12567,300,1900,0,0,21670,412,420,3368,0,0,0,4443,0,37,26876,15590,0,0,2256,1800,0,4800,0,2259,286923,86131,373054,296820,76234
Legal Services of North Dakota,535007,2010,ND,ND-3,Basic Field,12000,42092,7671,2306,78185,8816,4836,109724,3726,0,0,24216,613,0,102987,67215,15889,0,80316,34549,1572,11826,1990,12975,300,26779,12004,6011,112811,419,1820,256261,2464,0,0,10588,9393,0,89182,147298,1060,0,9749,853,0,8555,1000,20374,623504,716921,1340425,963663,376762
Legal Services of North Dakota,535007,2010,ND,NND-3,Native American,3755,30510,141,785,42224,1300,50,62320,1828,517,0,2996,0,3982,32802,76487,316,0,12528,4174,53,2193,1000,9308,245,0,0,720,13982,0,0,10983,0,0,0,3167,0,0,6171,53137,1075,0,2100,1458,0,3637,0,5535,289269,102210,391479,298106,93373
Legal Services of North Dakota,535007,2011,ND,ND-3,Basic Field,11128,22114,4426,1815,112882,4856,3991,136983,7093,517,0,23859,912,114,102139,77014,6447,0,68221,20057,423,3795,46,7666,3316,43608,4935,5786,90237,786,851,251731,5357,0,0,2408,3937,19,48802,131589,12855,0,23082,11716,1085,2759,2547,18890,616498,666296,1282794,951377,331417
Legal Services of North Dakota,535007,2011,ND,NND-3,Native American,1955,6066,448,450,50725,856,731,79372,2204,0,0,4132,0,2655,30978,93694,2078,0,13478,4380,165,389,356,6705,551,0,174,1130,21000,189,218,13474,769,0,0,2158,130,1607,10644,59270,39,0,5831,2123,0,3382,82,11170,301817,133941,435758,359157,76601
Legal Services of North Dakota,535007,2012,ND,ND-3,Basic Field,8701,11209,7640,2196,82056,5147,2875,121558,8075,297,0,12674,1300,0,76719,74623,1048,0,47296,16784,0,3184,1725,5663,8899,10375,11587,5663,145410,5037,2731,230158,6923,391,0,12424,92,0,95475,157807,0,1752,46136,15178,0,429,1227,22569,490770,780263,1271033,983806,287227
Legal Services of North Dakota,535007,2012,ND,NND-3,Native American,1582,18913,1538,319,42505,2406,610,51322,1848,0,0,3515,11,2887,24300,77073,0,2173,12307,3696,0,1749,455,2647,0,32402,142,1434,18790,1177,127,14658,584,0,0,2822,0,1824,10393,46272,0,677,7140,2617,0,6211,132,13156,251856,160558,412414,285313,127101
Legal Services of North Dakota,535007,2013,ND,ND-3,Basic Field,14061,4830,15814,3914,96505,5061,4394,151219,9644,258,0,17723,1379,0,98720,92506,16893,0,59391,28528,199,7681,1224,11249,3426,8216,2035,5591,91148,417,1132,202768,1608,0,0,8671,118,0,35512,112055,767,0,38033,11730,0,6193,228,8659,641193,538307,1179500,880433,299067
Legal Services of North Dakota,535007,2013,ND,NND-3,Native American,2443,21602,1806,693,42624,495,739,56040,1898,0,0,4514,54,4545,30794,72404,3771,0,16134,6154,0,917,213,7756,139,30747,0,962,18744,240,79,12406,340,0,0,2200,7,1222,8705,45369,2575,0,3485,1472,0,863,0,8477,275596,138032,413628,287086,126542
Legal Services of North Dakota,535007,2014,ND,ND-3,Basic Field,13524,0,9544,1950,82877,4603,6512,94141,8557,779,0,17398,1649,0,88585,60346,6220,0,52154,21075,0,7489,829,10715,7937,17771,4082,7694,143704,1590,4558,280145,3846,20,0,11064,2270,0,69213,160834,5632,0,48702,15899,0,2258,117,9862,488947,797198,1286145,979845,306300
Legal Services of North Dakota,535007,2014,ND,NND-3,Native American,0,26473,600,0,41383,430,0,57535,1137,0,0,5575,194,5486,19234,80492,145,0,13102,6659,0,1759,0,7706,0,28602,200,0,12330,45,0,12361,147,0,0,301,0,338,6994,28038,823,0,698,301,0,897,0,10599,267910,102674,370584,258367,112217
Legal Services of North Dakota,535007,2015,ND,ND-3,Basic Field,9051,0,8249,5149,69240,3481,3665,117118,5311,515,0,10207,0,0,71729,73752,2411,0,49461,15860,0,11921,1171,6073,16030,33802,9414,7862,148156,3676,3641,279331,6525,562,0,12273,3973,0,87726,158442,60197,0,64301,18918,0,10416,982,12830,464364,939057,1403421,1005494,397927
Legal Services of North Dakota,535007,2015,ND,NND-3,Native American,1819,41814,1408,0,37949,1358,722,25230,1455,0,0,5147,0,4619,31309,89605,509,0,18871,7324,328,1823,0,4384,0,16447,0,0,7846,0,0,1893,0,0,0,569,0,553,1567,23752,400,0,829,386,0,4386,0,1334,275674,59962,335636,219151,116485
Legal Services of North Dakota,535007,2016,ND,ND-3,Basic Field,8325,7387,4310,1293,72570,5789,2209,149992,4570,61,0,7039,820,0,66429,83769,2599,0,40953,8182,269,4601,140,5997,10928,43245,11834,8931,179950,3963,3276,364989,7158,579,0,17660,4131,707,94444,171316,40934,0,63238,20410,0,13348,109,19522,477304,1080672,1557976,1183459,374517
Legal Services of North Dakota,535007,2016,ND,NND-3,Native American,4047,30774,1934,380,40244,817,1040,23559,2319,110,0,6196,348,3806,39495,81187,1091,0,30402,10766,0,804,0,2672,0,3032,0,0,7749,0,0,151,0,0,0,34,0,0,1218,23835,0,0,356,0,0,0,0,3689,281991,40064,322055,217438,104617
Legal Services of North Dakota,535007,2017,ND,ND-3,Basic Field,8724.72,0,7954.96,1249,76124.95,7220.79,2903.09,115424.46,5708.37,0,0,11661.6,452.02,0,53212.91,78000.66,620,0,42378.5,11873.48,1005.75,10847.48,1043.18,9810.08,13148.18,26759.17,14206.32,12545.12,194772.42,4922.92,3926.87,439927.59,5571.32,165,0,27271.71,2673.95,0,127833.84,175376.11,23274.99,0,70834.96,16469.08,1477.69,9408.96,1862.85,26421.8,446216,1198850.85,1645066.85,1260672.94,384393.91
Legal Services of North Dakota,535007,2017,ND,NND-3,Native American,2566.1,0,2052.83,411.35,47435.5,1558.44,577.42,55434.03,1461.79,0,0,4349.85,194.4,4844.62,39261.03,72578.2,756.42,0,21735.54,9240.95,207.18,427.65,214.89,3273.96,0,0,0,0,6668.7,0,0,1374.33,0,0,0,471.19,0,0,3271.56,23459.17,0,0,0,0,0,0,0,1567.8,268582.15,36812.75,305394.9,249482.52,55912.38
"Legal Services of North Florida, Inc.",610044,2008,FL,FL-13,Basic Field,2805,0,5887,0,332657,22382,45317,299648,18613,3518,0,89460,4809,73748,359814,134879,0,0,0,41947,821,9972,376,7347,12695,91326,16191,25436,384741,9712,13933,900691,15337,19896,16888,72058,139502,54639,333177,111790,172879,0,0,19219,0,35917,0,28466,1454000,2474493,3928493,2857397,1071096
"Legal Services of North Florida, Inc.",610044,2009,FL,FL-13,Basic Field,2340,0,22478,66,473467,9981,58170,310145,9119,4467,0,73577,9837,58261,361452,131307,0,0,0,45895,1434,15658,267,7189,13160,54651,6093,29748,305291,27324,8123,1049226,19327,12319,41424,48030,41478,49935,371906,109671,0,0,0,21373,0,33277,0,25469,1595110,2267825,3862935,3112465,750470
"Legal Services of North Florida, Inc.",610044,2010,FL,FL-13,Basic Field,3792,5000,483,0,491709,10329,57319,345558,6099,3613,0,76161,10377,78607,382196,151794,0,0,0,48706,0,14521,646,7841,11708,50615,37888,35166,383942,39171,10598,1198751,28883,13954,41424,51322,43705,50402,399237,130269,14540,0,0,23509,0,34418,0,21555,1694751,2621057,4315808,3483456,832352
"Legal Services of North Florida, Inc.",610044,2011,FL,FL-13,Basic Field,3792,0,0,265,482301,9011,60723,245055,8419,5350,0,60242,13514,76769,429513,142568,0,0,0,55115,0,8614,393,9572,11708,8505,31403,9666,316590,45385,4825,1224020,23878,6100,41424,45810,52199,42821,352994,148092,13258,0,0,14500,0,19812,0,20197,1611216,2433187,4044403,3341133,703270
"Legal Services of North Florida, Inc.",610044,2012,FL,FL-13,Basic Field,4366,0,0,0,323333,6842,33052,324306,3217,5370,0,24037,9394,50628,408795,145983,0,0,0,22207,0,5231,1405,7434,11434,0,25155,18793,458061,55587,32959,1128262,19724,11822,22620,82452,70418,51747,348544,113759,0,0,0,32758,0,16250,0,20987,1375600,2521332,3896932,3251043,645889
"Legal Services of North Florida, Inc.",610044,2013,FL,FL-13,Basic Field,6786,0,20340,0,319545,11391,24086,369648,9410,10967,0,36119,7163,0,382526,116821,15149,0,49669,18099,0,8488,490,13736,11214,10381,66521,16020,426032,60062,39803,1038012,15552,6874,18436,34002,50424,0,314732,149835,99546,0,63644,23221,0,8214,0,17990,1420433,2470515,3890948,3117151,773797
"Legal Services of North Florida, Inc.",610044,2014,FL,FL-13,Basic Field,7357,0,0,0,309811,31582,28803,429585,9544,18335,0,31807,12235,58908,370697,123190,0,0,0,18143,0,14645,458,16237,12143,7332,27953,16718,433688,52134,47547,937369,15756,2383,15664,39212,44284,81578,340792,158531,0,0,0,29949,0,7073,0,10252,1481337,2280358,3761695,3103663,658032
"Legal Services of North Florida, Inc.",610044,2015,FL,FL-13,Basic Field,8253,0,23909,0,302483,38051,30188,557700,9398,15816,0,47912,19660,34080,400749,179337,0,0,26337,20046,0,8852,1260,15881,11247,2047,39332,17614,384470,56228,44608,785209,13888,6788,14005,57418,68810,50360,296689,98067,0,0,51411,27348,0,7970,0,9349,1739912,2042858,3782770,3004704,778066
"Legal Services of North Florida, Inc.",610044,2016,FL,FL-13,Basic Field,6933,0,17291,0,258028,36348,28831,467925,7163,4646,0,44386,4501,75024,341728,97469,0,0,0,17063,0,1614,2330,4933,12567,6000,37283,18940,398082,66548,52486,926146,14137,18924,12824,53395,91341,145068,425225,126712,0,0,0,30949,0,27304,0,25557,1416213,2489488,3905701,3041315,864386
"Legal Services of North Florida, Inc.",610044,2017,FL,FL-13,Basic Field,6879,0,40793,0,278063,39489,30197,438790,6712,3085,0,24989,6150,58397,417118,103497,0,0,0,20047,0,17691,654,3804,13121,10033,18631,21759,367169,49347,41547,747305,18217,13298,63744,33684,66474,71097,476786,118473,0,0,0,28795,0,21755,1419,22072,1496355,2204726,3701081,2947201,753880
"Legal Services of North Louisiana, Inc.",619061,2008,LA,LA-11,Basic Field,15782,55512,16447,5522,316188,21568,34634,436170,47086,13078,0,52520,40678,53848,534955,52949,6021,17074,0,45623,10493,37181,319,21373,3168,0,43690,12754,103037,0,6700,410176,0,580,0,9969,7203,6825,22931,20843,9500,0,0,7155,0,18714,0,0,1835021,683245,2518266,1897249,621017
"Legal Services of North Louisiana, Inc.",619061,2009,LA,LA-11,Basic Field,16550,39020,31741,5440,371432,27940,39443,556376,44457,12536,0,72600,32394,49348,563629,58808,15441,17889,0,43935,7085,48399,1303,19593,5857,0,5000,16371,124011,0,3750,407003,450,228,0,12098,16577,6313,55899,41792,91015,0,0,6300,0,19748,0,0,2075359,812412,2887771,2178950,708821
"Legal Services of North Louisiana, Inc.",619061,2010,LA,LA-11,Basic Field,15011,34910,37881,5905,415127,26528,37925,618757,53159,13121,0,60283,30377,51332,579737,61068,18866,7977,0,50748,10296,31518,396,20311,5189,3256,8300,13292,131044,0,5007,438097,4207,26290,0,22771,7670,12116,73527,24563,68152,0,0,10200,0,31423,0,34060,2181233,919164,3100397,2341920,758477
"Legal Services of North Louisiana, Inc.",619061,2011,LA,LA-11,Basic Field,17212,30861,23500,5693,412645,24761,34773,663281,34222,11151,0,53643,30445,43106,569406,36096,3031,0,0,44748,7625,32175,632,17417,3089,20781,5782,16131,152696,0,6412,435550,13018,712,0,22755,1258,16168,74525,26456,82372,0,0,13456,0,27345,0,53496,2096423,972002,3068425,2370655,697770
"Legal Services of North Louisiana, Inc.",619061,2012,LA,LA-11,Basic Field,19693,19676,24402,4610,331941,28325,43638,536252,22012,10436,0,35731,27752,53728,570019,30412,0,0,0,45855,2655,22858,5042,12604,3358,37949,17500,14697,121482,0,2511,514098,13887,0,0,22886,2238,7261,52184,1270,1210,0,0,11023,0,6465,0,52377,1847641,882396,2730037,2157658,572379
"Legal Services of North Louisiana, Inc.",619061,2013,LA,LA-11,Basic Field,9764,49527,16176,5133,290487,33888,21206,394892,18982,11156,0,34638,28958,38485,550722,28933,16254,0,0,39803,6197,18178,4940,16698,8686,40874,26398,12959,176709,0,23017,638365,18339,350,0,29958,1228,15299,67737,20755,1770,0,0,17351,0,20693,0,40361,1635017,1160849,2795866,2168600,627266
"Legal Services of North Louisiana, Inc.",619061,2014,LA,LA-11,Basic Field,12408,35378,17633,3510,128702,24639,27016,264371,19137,5658,0,32364,15384,41158,463702,27266,9300,1225,0,32265,5393,9132,3277,25562,8282,40077,28859,13495,99138,0,19765,615696,17127,2750,0,31502,8718,24732,74085,28214,0,0,0,23278,0,8470,847,39330,1204480,1084365,2288845,1701174,587671
"Legal Services of North Louisiana, Inc.",619061,2015,LA,LA-11,Basic Field,12682,31340,29709,2880,160920,28303,34038,259579,-1823,5102,0,28834,14013,35440,477039,31978,116240,0,0,26623,2642,27858,3006,0,7873,111492,19160,15396,109338,0,20590,636653,23281,4959,0,41454,6299,32402,114226,21614,0,0,0,26354,0,18036,0,24243,1326403,1233370,2559773,1811347,748426
"Legal Services of North Louisiana, Inc.",619061,2016,LA,LA-11,Basic Field,16530,521,40570,4575,249017,23905,37705,572221,7718,6721,0,24630,48771,64648,566573,22846,25212,-17360,0,46525,4320,26137,538,2271,6262,141058,28588,11211,95318,0,19187,488234,14886,0,0,30484,5469,21120,104464,0,0,0,0,14992,2875,22888,0,17850,1774594,1024886,2799480,2098673,700807
"Legal Services of Northern California, Inc.",805240,2008,CA,CA-27,Basic Field,14336,158587,71976,11130,515673,66005,48730,929673,47306,2676,82910,163988,3222,155162,840743,234508,56404,0,44962,111492,0,41674,345,54237,7814,143495,292762,23667,857529,31078,17772,1806062,6397,1686,0,195352,33453,39192,1151704,1079482,35656,0,218075,83821,0,51658,0,111219,3655739,6187874,9843613,7415374,2428239
"Legal Services of Northern California, Inc.",805240,2009,CA,CA-27,Basic Field,15988,32742,15994,26027,750600,61982,59375,969456,40842,1514,86725,146707,10599,153626,829167,241488,70414,0,45578,125311,0,30134,421,59058,6862,281576,210488,38575,1081329,23963,18329,1908511,3612,891,0,123820,47426,40634,1068879,864081,35550,0,218250,77207,0,19690,0,101584,3773748,6171257,9945005,7713511,2231494
"Legal Services of Northern California, Inc.",805240,2010,CA,CA-27,Basic Field,27761,38453,28754,13838,834143,62854,61237,1086388,48562,3255,90727,142819,35929,156114,1007713,237473,103885,0,47119,87489,0,35959,0,54321,13222,313844,181760,41330,1257249,29239,18733,2061423,5089,9500,0,108254,49415,41019,886347,876978,109133,0,227648,57283,0,30054,0,108136,4204793,6425656,10630449,8247714,2382735
"Legal Services of Northern California, Inc.",805240,2011,CA,CA-27,Basic Field,28685,32649,19388,15310,835867,63694,59618,981267,40392,682,17630,132885,23988,144983,965013,193040,17304,0,51585,92552,0,22706,0,71250,12865,302481,13965,39151,1259949,27149,17856,2169893,3350,6921,0,121061,58062,37045,948343,800707,14055,0,228066,58815,0,53458,0,128848,3810488,6302040,10112528,8154079,1958449
"Legal Services of Northern California, Inc.",805240,2012,CA,CA-27,Basic Field,25949,35133,15057,13010,839728,62418,51097,857370,41418,1104,18877,95148,16396,140252,1002499,138886,22922,0,73921,78035,0,15770,616,38088,10601,912219,17581,37877,1206359,43941,22177,2172474,6930,6841,0,108954,51843,763,894522,662572,0,0,202433,58402,0,18494,0,115610,3583694,6550593,10134287,7774410,2359877
"Legal Services of Northern California, Inc.",805240,2013,CA,CA-27,Basic Field,31192,11899,18199,11425,846692,57082,51004,735326,43332,718,20231,108499,19327,154913,948954,123354,8400,0,66794,66125,0,21758,408,67305,12271,877474,71487,37101,1391491,17002,19354,2389317,13205,5779,0,125457,56121,39895,913202,555517,30046,0,192991,55519,0,55824,0,91262,3412937,6950315,10363252,7903853,2459399
"Legal Services of Northern California, Inc.",805240,2014,CA,CA-27,Basic Field,42099,19292,94578,17850,865748,31996,44192,898025,64124,920,35989,106590,35558,89097,950024,126799,0,39924,51909,46152,0,20309,0,36872,12731,720186,30851,63129,1512737,28338,33595,2654131,9742,7878,45401,152760,64488,127590,924822,449827,29844,0,201793,71075,0,55247,0,96565,3618047,7292730,10910777,8382113,2528664
"Legal Services of Northern California, Inc.",805240,2015,CA,CA-27,Basic Field,31519,8057,55544,16133,893738,27045,37075,989937,51235,3541,35989,102412,30389,95708,1015364,93253,36434,0,39615,55368,0,39960,0,65331,10481,427887,5762,448000,1405832,25730,37781,2495344,19949,9520,49529,122931,64589,115567,833620,434485,114809,0,133914,63632,0,32719,0,68374,3723647,6920455,10644102,8161573,2482529
"Legal Services of Northern California, Inc.",805240,2016,CA,CA-27,Basic Field,32598,13934,56107,14897,818525,34020,39148,910804,54744,2243,35989,99865,27212,103886,1220891,91418,40230,0,46116,54494,0,32009,0,48725,9402,593811,37216,49956,1299072,26523,36393,2608608,21867,6468,49528,118083,63948,118750,702892,359891,52465,0,119884,59823,0,21198,0,52963,3777855,6408741,10186596,8012101,2174495
